[2025-12-03 16:51:36] Iniciando proceso de extracción de grupos y miembros...
[2025-12-03 16:51:36] Generando listado de grupos...
[2025-12-03 16:51:38] Se encontraron     1000 grupos
[2025-12-03 17:05:11] Grupo daspinpremia@spin.co:        5 usuarios encontrados
[2025-12-03 17:05:11] Procesando grupo 660/    1000: dailytaks@spin.co
[2025-12-03 17:05:12] Grupo dailytaks@spin.co:        1 usuarios encontrados
[2025-12-03 17:05:12] Procesando grupo 661/    1000: dftitss@spin.co
[2025-12-03 17:05:13] Grupo dftitss@spin.co:        1 usuarios encontrados
[2025-12-03 17:05:13] Procesando grupo 662/    1000: cybersourcereview@spin.co
[2025-12-03 17:05:14] Grupo cybersourcereview@spin.co:       10 usuarios encontrados
[2025-12-03 17:05:14] Procesando grupo 663/    1000: cybersourcereject@spin.co
[2025-12-03 17:05:15] Grupo cybersourcereject@spin.co:        9 usuarios encontrados
[2025-12-03 17:05:15] Procesando grupo 664/    1000: cybersource@spin.co
[2025-12-03 17:05:16] Grupo cybersource@spin.co:        3 usuarios encontrados
[2025-12-03 17:05:17] Procesando grupo 665/    1000: cxtransversalqatraining@spin.co
[2025-12-03 17:05:18] Grupo cxtransversalqatraining@spin.co:        6 usuarios encontrados
[2025-12-03 17:05:18] Procesando grupo 666/    1000: cybersourceaccept@spin.co
[2025-12-03 17:05:19] Grupo cybersourceaccept@spin.co:        9 usuarios encontrados
[2025-12-03 17:05:19] Procesando grupo 667/    1000: materialescxtransversal@spin.co
[2025-12-03 17:05:20] Grupo materialescxtransversal@spin.co:       10 usuarios encontrados
[2025-12-03 17:05:20] Procesando grupo 668/    1000: actualizacionmanualcc@spin.co
[2025-12-03 17:05:21] Grupo actualizacionmanualcc@spin.co:        6 usuarios encontrados
[2025-12-03 17:05:21] Procesando grupo 669/    1000: cx-digitalfemsa@spin.co
[2025-12-03 17:05:22] Grupo cx-digitalfemsa@spin.co:        1 usuarios encontrados
[2025-12-03 17:05:22] Procesando grupo 670/    1000: cx-ws@spin.co
[2025-12-03 17:05:23] Grupo cx-ws@spin.co:        4 usuarios encontrados
[2025-12-03 17:05:23] Procesando grupo 671/    1000: cxcustomersupport@spin.co
[2025-12-03 17:05:24] Grupo cxcustomersupport@spin.co:       12 usuarios encontrados
[2025-12-03 17:05:24] Procesando grupo 672/    1000: cx-auronix@spin.co
[2025-12-03 17:05:26] Grupo cx-auronix@spin.co:        2 usuarios encontrados
[2025-12-03 17:05:26] Procesando grupo 673/    1000: cuestionariosmesasservicio@spin.co
[2025-12-03 17:05:27] Grupo cuestionariosmesasservicio@spin.co:        2 usuarios encontrados
[2025-12-03 17:05:27] Procesando grupo 674/    1000: cti-hunting@spin.co
[2025-12-03 17:05:28] Grupo cti-hunting@spin.co:        1 usuarios encontrados
[2025-12-03 17:05:28] Procesando grupo 675/    1000: crmspinpremia@spin.co
[2025-12-03 17:05:29] Grupo crmspinpremia@spin.co:        1 usuarios encontrados
[2025-12-03 17:05:29] Procesando grupo 676/    1000: criticalteamworkstreamsecosistemab2c@spin.co
[2025-12-03 17:05:30] Grupo criticalteamworkstreamsecosistemab2c@spin.co:       12 usuarios encontrados
[2025-12-03 17:05:30] Procesando grupo 677/    1000: creditleadership@spin.co
[2025-12-03 17:05:31] Grupo creditleadership@spin.co:       32 usuarios encontrados
[2025-12-03 17:05:31] Procesando grupo 678/    1000: alineacindeactividades-ofertas@spin.co
[2025-12-03 17:05:33] Grupo alineacindeactividades-ofertas@spin.co:        1 usuarios encontrados
[2025-12-03 17:05:33] Procesando grupo 679/    1000: crm-ops-b2c@spin.co
[2025-12-03 17:05:34] Grupo crm-ops-b2c@spin.co:        4 usuarios encontrados
[2025-12-03 17:05:34] Procesando grupo 680/    1000: corporatestaffareas@spin.co
[2025-12-03 17:05:35] Grupo corporatestaffareas@spin.co:        3 usuarios encontrados
[2025-12-03 17:05:35] Procesando grupo 681/    1000: costos-operaciones@spin.co
[2025-12-03 17:05:36] Grupo costos-operaciones@spin.co:        3 usuarios encontrados
[2025-12-03 17:05:36] Procesando grupo 682/    1000: credit@spin.co
[2025-12-03 17:05:37] Grupo credit@spin.co:        1 usuarios encontrados
[2025-12-03 17:05:37] Procesando grupo 683/    1000: corpdev@spin.co
[2025-12-03 17:05:38] Grupo corpdev@spin.co:        1 usuarios encontrados
[2025-12-03 17:05:38] Procesando grupo 684/    1000: corex-nfc@spin.co
[2025-12-03 17:05:41] Grupo corex-nfc@spin.co:        1 usuarios encontrados
[2025-12-03 17:05:41] Procesando grupo 685/    1000: corebackend@spin.co
[2025-12-03 17:05:42] Grupo corebackend@spin.co:       14 usuarios encontrados
[2025-12-03 17:05:42] Procesando grupo 686/    1000: coremassificationsp@spin.co
[2025-12-03 17:05:43] Grupo coremassificationsp@spin.co:        6 usuarios encontrados
[2025-12-03 17:05:43] Procesando grupo 687/    1000: coordrespuesta@spin.co
[2025-12-03 17:05:44] Grupo coordrespuesta@spin.co:        1 usuarios encontrados
[2025-12-03 17:05:44] Procesando grupo 688/    1000: corex-terminal2kozenmvp@spin.co
[2025-12-03 17:05:45] Grupo corex-terminal2kozenmvp@spin.co:        1 usuarios encontrados
[2025-12-03 17:05:45] Procesando grupo 689/    1000: controlinternotransversal@spin.co
[2025-12-03 17:05:47] Grupo controlinternotransversal@spin.co:        4 usuarios encontrados
[2025-12-03 17:05:47] Procesando grupo 690/    1000: contraloriaspin-netpay@spin.co
[2025-12-03 17:05:48] Grupo contraloriaspin-netpay@spin.co:        6 usuarios encontrados
[2025-12-03 17:05:48] Procesando grupo 691/    1000: contratojdbm@spin.co
[2025-12-03 17:05:49] Grupo contratojdbm@spin.co: Vacío
[2025-12-03 17:05:49] Procesando grupo 692/    1000: controldegastosdigital@spin.co
[2025-12-03 17:05:50] Grupo controldegastosdigital@spin.co:        3 usuarios encontrados
[2025-12-03 17:05:50] Procesando grupo 693/    1000: contralorianetpay@spin.co
[2025-12-03 17:05:51] Grupo contralorianetpay@spin.co:        5 usuarios encontrados
[2025-12-03 17:05:51] Procesando grupo 694/    1000: contenidosoxxogas@spin.co
[2025-12-03 17:05:52] Grupo contenidosoxxogas@spin.co:        1 usuarios encontrados
[2025-12-03 17:05:52] Procesando grupo 695/    1000: consultoria-rh-mkt@spin.co
[2025-12-03 17:05:53] Grupo consultoria-rh-mkt@spin.co:        1 usuarios encontrados
[2025-12-03 17:05:53] Procesando grupo 696/    1000: consultamktdigital@spin.co
[2025-12-03 17:05:55] Grupo consultamktdigital@spin.co:        3 usuarios encontrados
[2025-12-03 17:05:55] Procesando grupo 697/    1000: informacinfinancieranormatividad@spin.co
[2025-12-03 17:05:56] Grupo informacinfinancieranormatividad@spin.co:        3 usuarios encontrados
[2025-12-03 17:05:56] Procesando grupo 698/    1000: conexindfvisa@spin.co
[2025-12-03 17:05:57] Grupo conexindfvisa@spin.co:        2 usuarios encontrados
[2025-12-03 17:05:57] Procesando grupo 699/    1000: conexindftecdemonterrey@spin.co
[2025-12-03 17:05:58] Grupo conexindftecdemonterrey@spin.co:        4 usuarios encontrados
[2025-12-03 17:05:58] Procesando grupo 700/    1000: conexindfrayadoscopy@spin.co
[2025-12-03 17:05:59] Grupo conexindfrayadoscopy@spin.co:        4 usuarios encontrados
[2025-12-03 17:05:59] Procesando grupo 701/    1000: conexindfoxxo@spin.co
[2025-12-03 17:06:00] Grupo conexindfoxxo@spin.co:        3 usuarios encontrados
[2025-12-03 17:06:00] Procesando grupo 702/    1000: conexindfoxxogas@spin.co
[2025-12-03 17:06:02] Grupo conexindfoxxogas@spin.co:        4 usuarios encontrados
[2025-12-03 17:06:02] Procesando grupo 703/    1000: conexindforacle@spin.co
[2025-12-03 17:06:03] Grupo conexindforacle@spin.co:        2 usuarios encontrados
[2025-12-03 17:06:03] Procesando grupo 704/    1000: conexindfgoogle@spin.co
[2025-12-03 17:06:04] Grupo conexindfgoogle@spin.co:        2 usuarios encontrados
[2025-12-03 17:06:04] Procesando grupo 705/    1000: conexindfdoatota@spin.co
[2025-12-03 17:06:06] Grupo conexindfdoatota@spin.co:        4 usuarios encontrados
[2025-12-03 17:06:06] Procesando grupo 706/    1000: conexindffarmacias@spin.co
[2025-12-03 17:06:07] Grupo conexindffarmacias@spin.co:        8 usuarios encontrados
[2025-12-03 17:06:07] Procesando grupo 707/    1000: conexindfamazon@spin.co
[2025-12-03 17:06:08] Grupo conexindfamazon@spin.co:        2 usuarios encontrados
[2025-12-03 17:06:08] Procesando grupo 708/    1000: conexinbufemsacondf@spin.co
[2025-12-03 17:06:09] Grupo conexinbufemsacondf@spin.co:        3 usuarios encontrados
[2025-12-03 17:06:09] Procesando grupo 709/    1000: conciliaciongravtytest@spin.co
[2025-12-03 17:06:10] Grupo conciliaciongravtytest@spin.co:        2 usuarios encontrados
[2025-12-03 17:06:10] Procesando grupo 710/    1000: conciliacion@spin.co
[2025-12-03 17:06:11] Grupo conciliacion@spin.co:        3 usuarios encontrados
[2025-12-03 17:06:11] Procesando grupo 711/    1000: conciliacin@spin.co
[2025-12-03 17:06:13] Grupo conciliacin@spin.co:        5 usuarios encontrados
[2025-12-03 17:06:13] Procesando grupo 712/    1000: comunidadqa@spin.co
[2025-12-03 17:06:14] Grupo comunidadqa@spin.co:       29 usuarios encontrados
[2025-12-03 17:06:14] Procesando grupo 713/    1000: comunidades@spin.co
[2025-12-03 17:06:15] Grupo comunidades@spin.co:        2 usuarios encontrados
[2025-12-03 17:06:15] Procesando grupo 714/    1000: comunidadnet@spin.co
[2025-12-03 17:06:16] Grupo comunidadnet@spin.co:       20 usuarios encontrados
[2025-12-03 17:06:16] Procesando grupo 715/    1000: comunidadmobile@spin.co
[2025-12-03 17:06:17] Grupo comunidadmobile@spin.co:        9 usuarios encontrados
[2025-12-03 17:06:17] Procesando grupo 716/    1000: comunidaddevops@spin.co
[2025-12-03 17:06:18] Grupo comunidaddevops@spin.co:       11 usuarios encontrados
[2025-12-03 17:06:18] Procesando grupo 717/    1000: comunicadosnetpay@spin.co
[2025-12-03 17:06:20] Grupo comunicadosnetpay@spin.co:        1 usuarios encontrados
[2025-12-03 17:06:20] Procesando grupo 718/    1000: comunidaddev@spin.co
[2025-12-03 17:06:21] Grupo comunidaddev@spin.co:       36 usuarios encontrados
[2025-12-03 17:06:21] Procesando grupo 719/    1000: comunicacinhab@spin.co
[2025-12-03 17:06:22] Grupo comunicacinhab@spin.co:        1 usuarios encontrados
[2025-12-03 17:06:22] Procesando grupo 720/    1000: completedprofiles@spin.co
[2025-12-03 17:06:23] Grupo completedprofiles@spin.co:       20 usuarios encontrados
[2025-12-03 17:06:23] Procesando grupo 721/    1000: comprobacionesamexsbo@spin.co
[2025-12-03 17:06:24] Grupo comprobacionesamexsbo@spin.co:        5 usuarios encontrados
[2025-12-03 17:06:24] Procesando grupo 722/    1000: comporg-confidentialinfo@spin.co
[2025-12-03 17:06:25] Grupo comporg-confidentialinfo@spin.co:        3 usuarios encontrados
[2025-12-03 17:06:25] Procesando grupo 723/    1000: comms@spin.co
[2025-12-03 17:06:26] Grupo comms@spin.co:        1 usuarios encontrados
[2025-12-03 17:06:26] Procesando grupo 724/    1000: comitdeeticaeinvestigaciones-confidencial@spin.co
[2025-12-03 17:06:27] Grupo comitdeeticaeinvestigaciones-confidencial@spin.co:        3 usuarios encontrados
[2025-12-03 17:06:27] Procesando grupo 725/    1000: comercialyoperaciones@spin.co
[2025-12-03 17:06:28] Grupo comercialyoperaciones@spin.co:       17 usuarios encontrados
[2025-12-03 17:06:29] Procesando grupo 726/    1000: comitedeticadaf@spin.co
[2025-12-03 17:06:30] Grupo comitedeticadaf@spin.co:        5 usuarios encontrados
[2025-12-03 17:06:30] Procesando grupo 727/    1000: colaboracinabasto@spin.co
[2025-12-03 17:06:31] Grupo colaboracinabasto@spin.co:        8 usuarios encontrados
[2025-12-03 17:06:31] Procesando grupo 728/    1000: coeqa@spin.co
[2025-12-03 17:06:32] Grupo coeqa@spin.co:        5 usuarios encontrados
[2025-12-03 17:06:32] Procesando grupo 729/    1000: coeqaautomation@spin.co
[2025-12-03 17:06:33] Grupo coeqaautomation@spin.co:       16 usuarios encontrados
[2025-12-03 17:06:33] Procesando grupo 730/    1000: coeorgcombenefits@spin.co
[2025-12-03 17:06:34] Grupo coeorgcombenefits@spin.co:        2 usuarios encontrados
[2025-12-03 17:06:34] Procesando grupo 731/    1000: coe-gringotts-team@spin.co
[2025-12-03 17:06:35] Grupo coe-gringotts-team@spin.co:        7 usuarios encontrados
[2025-12-03 17:06:35] Procesando grupo 732/    1000: coalicincxtoolsimplementation@spin.co
[2025-12-03 17:06:36] Grupo coalicincxtoolsimplementation@spin.co:       16 usuarios encontrados
[2025-12-03 17:06:36] Procesando grupo 733/    1000: clusterti@spin.co
[2025-12-03 17:06:38] Grupo clusterti@spin.co:        2 usuarios encontrados
[2025-12-03 17:06:38] Procesando grupo 734/    1000: cloud-operations@spin.co
[2025-12-03 17:06:39] Grupo cloud-operations@spin.co:        5 usuarios encontrados
[2025-12-03 17:06:39] Procesando grupo 735/    1000: checkpoint_inline_outgoing@spin.co
[2025-12-03 17:06:40] Grupo checkpoint_inline_outgoing@spin.co:        7 usuarios encontrados
[2025-12-03 17:06:40] Procesando grupo 736/    1000: checkpoint_inline_incoming@spin.co
[2025-12-03 17:06:47] Grupo checkpoint_inline_incoming@spin.co:     2528 usuarios encontrados
[2025-12-03 17:06:47] Procesando grupo 737/    1000: checklistktlending@spin.co
[2025-12-03 17:06:48] Grupo checklistktlending@spin.co:        2 usuarios encontrados
[2025-12-03 17:06:48] Procesando grupo 738/    1000: chatbot@spin.co
[2025-12-03 17:06:50] Grupo chatbot@spin.co:        2 usuarios encontrados
[2025-12-03 17:06:50] Procesando grupo 739/    1000: charepoint@spin.co
[2025-12-03 17:06:51] Grupo charepoint@spin.co:        2 usuarios encontrados
[2025-12-03 17:06:51] Procesando grupo 740/    1000: chapter.core.mobile@spin.co
[2025-12-03 17:06:52] Grupo chapter.core.mobile@spin.co:      160 usuarios encontrados
[2025-12-03 17:06:52] Procesando grupo 741/    1000: certificadosborradossegurosspinbyoxxo@spin.co
[2025-12-03 17:06:53] Grupo certificadosborradossegurosspinbyoxxo@spin.co:        1 usuarios encontrados
[2025-12-03 17:06:53] Procesando grupo 742/    1000: centraldevalor@spin.co
[2025-12-03 17:06:54] Grupo centraldevalor@spin.co:        2 usuarios encontrados
[2025-12-03 17:06:54] Procesando grupo 743/    1000: celulapilotoparahrbps@spin.co
[2025-12-03 17:06:55] Grupo celulapilotoparahrbps@spin.co:        4 usuarios encontrados
[2025-12-03 17:06:55] Procesando grupo 744/    1000: cdp@spin.co
[2025-12-03 17:06:56] Grupo cdp@spin.co:        1 usuarios encontrados
[2025-12-03 17:06:56] Procesando grupo 745/    1000: casosoxxoescucha@spin.co
[2025-12-03 17:06:57] Grupo casosoxxoescucha@spin.co:        3 usuarios encontrados
[2025-12-03 17:06:57] Procesando grupo 746/    1000: capacitacinreasinternas@spin.co
[2025-12-03 17:06:58] Grupo capacitacinreasinternas@spin.co:        9 usuarios encontrados
[2025-12-03 17:06:58] Procesando grupo 747/    1000: capacitacinaliados@spin.co
[2025-12-03 17:07:00] Grupo capacitacinaliados@spin.co:       10 usuarios encontrados
[2025-12-03 17:07:00] Procesando grupo 748/    1000: campaasoxxo2023@spin.co
[2025-12-03 17:07:01] Grupo campaasoxxo2023@spin.co:        8 usuarios encontrados
[2025-12-03 17:07:01] Procesando grupo 749/    1000: calendarioreleasetransversal@spin.co
[2025-12-03 17:07:02] Grupo calendarioreleasetransversal@spin.co:        2 usuarios encontrados
[2025-12-03 17:07:02] Procesando grupo 750/    1000: calendarcrm@spin.co
[2025-12-03 17:07:03] Grupo calendarcrm@spin.co:        1 usuarios encontrados
[2025-12-03 17:07:03] Procesando grupo 751/    1000: calendariopocpersonalloans@spin.co
[2025-12-03 17:07:04] Grupo calendariopocpersonalloans@spin.co:        2 usuarios encontrados
[2025-12-03 17:07:04] Procesando grupo 752/    1000: businessanalyticsdash@spin.co
[2025-12-03 17:07:05] Grupo businessanalyticsdash@spin.co:        2 usuarios encontrados
[2025-12-03 17:07:05] Procesando grupo 753/    1000: braze2@spin.co
[2025-12-03 17:07:06] Grupo braze2@spin.co:        6 usuarios encontrados
[2025-12-03 17:07:06] Procesando grupo 754/    1000: braze@spin.co
[2025-12-03 17:07:07] Grupo braze@spin.co:        3 usuarios encontrados
[2025-12-03 17:07:07] Procesando grupo 755/    1000: bugbuster@spin.co
[2025-12-03 17:07:09] Grupo bugbuster@spin.co:        4 usuarios encontrados
[2025-12-03 17:07:09] Procesando grupo 756/    1000: brandonhernandez@spin.co
[2025-12-03 17:07:10] Grupo brandonhernandez@spin.co:        1 usuarios encontrados
[2025-12-03 17:07:10] Procesando grupo 757/    1000: bpspinpremia@spin.co
[2025-12-03 17:07:11] Grupo bpspinpremia@spin.co:        3 usuarios encontrados
[2025-12-03 17:07:11] Procesando grupo 758/    1000: bpaas@spin.co
[2025-12-03 17:07:12] Grupo bpaas@spin.co:        3 usuarios encontrados
[2025-12-03 17:07:12] Procesando grupo 759/    1000: brandingspinplus@spin.co
[2025-12-03 17:07:13] Grupo brandingspinplus@spin.co:        3 usuarios encontrados
[2025-12-03 17:07:13] Procesando grupo 760/    1000: boletosexperienciasymomentoswow@spin.co
[2025-12-03 17:07:14] Grupo boletosexperienciasymomentoswow@spin.co:        1 usuarios encontrados
[2025-12-03 17:07:14] Procesando grupo 761/    1000: bizops_digitalfemsa@spin.co
[2025-12-03 17:07:15] Grupo bizops_digitalfemsa@spin.co:        6 usuarios encontrados
[2025-12-03 17:07:15] Procesando grupo 762/    1000: foundations@spin.co
[2025-12-03 17:07:16] Grupo foundations@spin.co:       11 usuarios encontrados
[2025-12-03 17:07:16] Procesando grupo 763/    1000: bibliotecamarketing@spin.co
[2025-12-03 17:07:17] Grupo bibliotecamarketing@spin.co:        2 usuarios encontrados
[2025-12-03 17:07:17] Procesando grupo 764/    1000: beneficioscanal@spin.co
[2025-12-03 17:07:19] Grupo beneficioscanal@spin.co:       17 usuarios encontrados
[2025-12-03 17:07:19] Procesando grupo 765/    1000: bannersapp@spin.co
[2025-12-03 17:07:20] Grupo bannersapp@spin.co:        3 usuarios encontrados
[2025-12-03 17:07:20] Procesando grupo 766/    1000: backofficcedf@spin.co
[2025-12-03 17:07:21] Grupo backofficcedf@spin.co:        5 usuarios encontrados
[2025-12-03 17:07:21] Procesando grupo 767/    1000: backlogmobile@spin.co
[2025-12-03 17:07:22] Grupo backlogmobile@spin.co:        3 usuarios encontrados
[2025-12-03 17:07:22] Procesando grupo 768/    1000: backlogspinkio@spin.co
[2025-12-03 17:07:23] Grupo backlogspinkio@spin.co:        1 usuarios encontrados
[2025-12-03 17:07:23] Procesando grupo 769/    1000: backloglending20productodev@spin.co
[2025-12-03 17:07:24] Grupo backloglending20productodev@spin.co:        4 usuarios encontrados
[2025-12-03 17:07:24] Procesando grupo 770/    1000: contratospendientes@spin.co
[2025-12-03 17:07:25] Grupo contratospendientes@spin.co: Vacío
[2025-12-03 17:07:25] Procesando grupo 771/    1000: b2bsp@spin.co
[2025-12-03 17:07:26] Grupo b2bsp@spin.co:        6 usuarios encontrados
[2025-12-03 17:07:26] Procesando grupo 772/    1000: b2b2c-netpay-premia@spin.co
[2025-12-03 17:07:28] Grupo b2b2c-netpay-premia@spin.co:        1 usuarios encontrados
[2025-12-03 17:07:28] Procesando grupo 773/    1000: b2bpremia-podinstitucional@spin.co
[2025-12-03 17:07:29] Grupo b2bpremia-podinstitucional@spin.co:        5 usuarios encontrados
[2025-12-03 17:07:29] Procesando grupo 774/    1000: b2bmiddlemarket@spin.co
[2025-12-03 17:07:30] Grupo b2bmiddlemarket@spin.co:       20 usuarios encontrados
[2025-12-03 17:07:30] Procesando grupo 775/    1000: b2b-dp@spin.co
[2025-12-03 17:07:31] Grupo b2b-dp@spin.co:        6 usuarios encontrados
[2025-12-03 17:07:31] Procesando grupo 776/    1000: b2b-devops@spin.co
[2025-12-03 17:07:32] Grupo b2b-devops@spin.co:        3 usuarios encontrados
[2025-12-03 17:07:32] Procesando grupo 777/    1000: b2b-mms@spin.co
[2025-12-03 17:07:33] Grupo b2b-mms@spin.co:        2 usuarios encontrados
[2025-12-03 17:07:33] Procesando grupo 778/    1000: b2b@spin.co
[2025-12-03 17:07:34] Grupo b2b@spin.co:        2 usuarios encontrados
[2025-12-03 17:07:34] Procesando grupo 779/    1000: avancecapoxxogas@spin.co
[2025-12-03 17:07:35] Grupo avancecapoxxogas@spin.co:        3 usuarios encontrados
[2025-12-03 17:07:35] Procesando grupo 780/    1000: b2b327@spin.co
[2025-12-03 17:07:36] Grupo b2b327@spin.co:        9 usuarios encontrados
[2025-12-03 17:07:36] Procesando grupo 781/    1000: auditoras@spin.co
[2025-12-03 17:07:38] Grupo auditoras@spin.co:        1 usuarios encontrados
[2025-12-03 17:07:38] Procesando grupo 782/    1000: auditoriasspei2023@spin.co
[2025-12-03 17:07:39] Grupo auditoriasspei2023@spin.co:        8 usuarios encontrados
[2025-12-03 17:07:39] Procesando grupo 783/    1000: automationpermisos@spin.co
[2025-12-03 17:07:40] Grupo automationpermisos@spin.co:        2 usuarios encontrados
[2025-12-03 17:07:40] Procesando grupo 784/    1000: auditorainterna-b2b@spin.co
[2025-12-03 17:07:41] Grupo auditorainterna-b2b@spin.co:        2 usuarios encontrados
[2025-12-03 17:07:41] Procesando grupo 785/    1000: auditoriainterna@spin.co
[2025-12-03 17:07:42] Grupo auditoriainterna@spin.co:        3 usuarios encontrados
[2025-12-03 17:07:42] Procesando grupo 786/    1000: auditora@spin.co
[2025-12-03 17:07:43] Grupo auditora@spin.co:        1 usuarios encontrados
[2025-12-03 17:07:43] Procesando grupo 787/    1000: auditoriacnbv@spin.co
[2025-12-03 17:07:44] Grupo auditoriacnbv@spin.co:        1 usuarios encontrados
[2025-12-03 17:07:44] Procesando grupo 788/    1000: arquitecturadigital@spin.co
[2025-12-03 17:07:45] Grupo arquitecturadigital@spin.co:        3 usuarios encontrados
[2025-12-03 17:07:45] Procesando grupo 789/    1000: artesparrillaspinpremia@spin.co
[2025-12-03 17:07:46] Grupo artesparrillaspinpremia@spin.co:        9 usuarios encontrados
[2025-12-03 17:07:46] Procesando grupo 790/    1000: asistencia_b2b@spin.co
[2025-12-03 17:07:47] Grupo asistencia_b2b@spin.co:        1 usuarios encontrados
[2025-12-03 17:07:47] Procesando grupo 791/    1000: archivospowerbioxg@spin.co
[2025-12-03 17:07:49] Grupo archivospowerbioxg@spin.co:        2 usuarios encontrados
[2025-12-03 17:07:49] Procesando grupo 792/    1000: architecture@spin.co
[2025-12-03 17:07:50] Grupo architecture@spin.co:       20 usuarios encontrados
[2025-12-03 17:07:50] Procesando grupo 793/    1000: appvengersteam@spin.co
[2025-12-03 17:07:51] Grupo appvengersteam@spin.co:        2 usuarios encontrados
[2025-12-03 17:07:51] Procesando grupo 794/    1000: apifirst@spin.co
[2025-12-03 17:07:52] Grupo apifirst@spin.co:        7 usuarios encontrados
[2025-12-03 17:07:52] Procesando grupo 795/    1000: andattidrivewow2023@spin.co
[2025-12-03 17:07:53] Grupo andattidrivewow2023@spin.co:        1 usuarios encontrados
[2025-12-03 17:07:53] Procesando grupo 796/    1000: andattidrivewow@spin.co
[2025-12-03 17:07:54] Grupo andattidrivewow@spin.co:        1 usuarios encontrados
[2025-12-03 17:07:54] Procesando grupo 797/    1000: andattidrive@spin.co
[2025-12-03 17:07:55] Grupo andattidrive@spin.co:        1 usuarios encontrados
[2025-12-03 17:07:55] Procesando grupo 798/    1000: analyticsformplanner@spin.co
[2025-12-03 17:07:56] Grupo analyticsformplanner@spin.co:        3 usuarios encontrados
[2025-12-03 17:07:56] Procesando grupo 799/    1000: analyticsb2c@spin.co
[2025-12-03 17:07:57] Grupo analyticsb2c@spin.co:        1 usuarios encontrados
[2025-12-03 17:07:57] Procesando grupo 800/    1000: anlisisydefinicindeitems@spin.co
[2025-12-03 17:07:58] Grupo anlisisydefinicindeitems@spin.co: Vacío
[2025-12-03 17:07:58] Procesando grupo 801/    1000: resultadosdenegociodeldigitaldatateam@spin.co
[2025-12-03 17:07:59] Grupo resultadosdenegociodeldigitaldatateam@spin.co:        1 usuarios encontrados
[2025-12-03 17:08:00] Procesando grupo 802/    1000: alldigital@spin.co
[2025-12-03 17:08:05] Grupo alldigital@spin.co:     2238 usuarios encontrados
[2025-12-03 17:08:05] Procesando grupo 803/    1000: affinityprogramvolarisspinpremia@spin.co
[2025-12-03 17:08:06] Grupo affinityprogramvolarisspinpremia@spin.co:        5 usuarios encontrados
[2025-12-03 17:08:06] Procesando grupo 804/    1000: alianzasestratgicas@spin.co
[2025-12-03 17:08:07] Grupo alianzasestratgicas@spin.co:        1 usuarios encontrados
[2025-12-03 17:08:07] Procesando grupo 805/    1000: aliadosspinpremia@spin.co
[2025-12-03 17:08:09] Grupo aliadosspinpremia@spin.co:        1 usuarios encontrados
[2025-12-03 17:08:09] Procesando grupo 806/    1000: adrianestrada@spin.co
[2025-12-03 17:08:10] Grupo adrianestrada@spin.co:        1 usuarios encontrados
[2025-12-03 17:08:10] Procesando grupo 807/    1000: adfaccelerationproject@spin.co
[2025-12-03 17:08:11] Grupo adfaccelerationproject@spin.co:        1 usuarios encontrados
[2025-12-03 17:08:11] Procesando grupo 808/    1000: actividadesseguimientosnetpayinterno@spin.co
[2025-12-03 17:08:12] Grupo actividadesseguimientosnetpayinterno@spin.co:        2 usuarios encontrados
[2025-12-03 17:08:12] Procesando grupo 809/    1000: activiadesdrg@spin.co
[2025-12-03 17:08:13] Grupo activiadesdrg@spin.co:        1 usuarios encontrados
[2025-12-03 17:08:13] Procesando grupo 810/    1000: actividadesjorgeheras@spin.co
[2025-12-03 17:08:14] Grupo actividadesjorgeheras@spin.co: Vacío
[2025-12-03 17:08:14] Procesando grupo 811/    1000: mobiledev@spin.co
[2025-12-03 17:08:16] Grupo mobiledev@spin.co:       17 usuarios encontrados
[2025-12-03 17:08:16] Procesando grupo 812/    1000: actionlogpiloto@spin.co
[2025-12-03 17:08:17] Grupo actionlogpiloto@spin.co:        4 usuarios encontrados
[2025-12-03 17:08:17] Procesando grupo 813/    1000: accesossistemaspc@spin.co
[2025-12-03 17:08:18] Grupo accesossistemaspc@spin.co:        2 usuarios encontrados
[2025-12-03 17:08:18] Procesando grupo 814/    1000: acqforpayfacs@spin.co
[2025-12-03 17:08:19] Grupo acqforpayfacs@spin.co:        1 usuarios encontrados
[2025-12-03 17:08:19] Procesando grupo 815/    1000: account@spin.co
[2025-12-03 17:08:20] Grupo account@spin.co:       11 usuarios encontrados
[2025-12-03 17:08:20] Procesando grupo 816/    1000: acceso@spin.co
[2025-12-03 17:08:21] Grupo acceso@spin.co:        1 usuarios encontrados
[2025-12-03 17:08:21] Procesando grupo 817/    1000: abastooxg@spin.co
[2025-12-03 17:08:22] Grupo abastooxg@spin.co:        5 usuarios encontrados
[2025-12-03 17:08:22] Procesando grupo 818/    1000: 240801migrarmongodbadocumentdb@spin.co
[2025-12-03 17:08:23] Grupo 240801migrarmongodbadocumentdb@spin.co:        1 usuarios encontrados
[2025-12-03 17:08:23] Procesando grupo 819/    1000: spinti@spinbyoxxo.com.mx
[2025-12-03 17:08:25] Grupo spinti@spinbyoxxo.com.mx:      107 usuarios encontrados
[2025-12-03 17:08:25] Procesando grupo 820/    1000: spin.qa.engineering@spinbyoxxo.com.mx
[2025-12-03 17:08:26] Grupo spin.qa.engineering@spinbyoxxo.com.mx:       28 usuarios encontrados
[2025-12-03 17:08:26] Procesando grupo 821/    1000: soporte.spei.karpay@spinbyoxxo.com.mx
